VendorNumber,VendorName,BrandCount,CategoryCount,PurchaseQuantity,SalesQuantity,PurchaseCost,Revenue,GrossProfit,AllocatedFreight,AdjustedProfit,ExciseTax,InventoryAtRisk,UnsoldQuantity,PurchaseLineCount,InvoiceCount,AvgLeadDaysWeightedSum,AvgLeadDaysWeight,GrossMarginPct,AdjustedMarginPct,StockTurnover,SalesToPurchaseRatio,AvgLeadDays,RevenueSharePct,CostSharePct,PerformanceScore,PerformanceRank,PerformanceTier
201359,FLAVOR ESSENCE INC,1,1,1.0,59.0,17.0,1474.4099999999999,1457.4099999999999,0.09,1457.32,1.24,0.0,0.0,1.0,1.0,13.0,1.0,98.84699642568891,98.84089228911904,59.0,86.72999999999999,13.0,0.0003261514781097942,5.281130652799166e-06,53.37209302325581,63,Watchlist
90032,LABELLE VYDS AND WINERY,10,1,12855.0,12430.0,146839.55,203067.69999999998,56228.15,778.25,55449.9,1295.5800000000002,16101.749999999998,950.0,1052.0,54.0,8251.0,1052.0,27.689361725178358,27.306115152729856,0.9669389342668222,1.382922380244287,7.843155893536122,0.04492022606422655,0.04561640285577857,53.217054263565885,64,Watchlist
90046,CANDIA VINEYARDS,5,1,2609.0,2567.0,36588.009999999995,52623.33,16035.320000000002,194.13,15841.190000000002,224.71,1037.4499999999998,64.0,226.0,50.0,1706.0,226.0,30.471883858357124,30.102979039904927,0.98390187811422,1.438267071644509,7.548672566371682,0.011640708393567244,0.011366238890348376,52.90697674418604,65,Watchlist
8664,"STOLI GROUP,(USA) LLC",49,2,314035.0,272010.0,3666478.72,4663847.6,997368.8799999999,18544.49,978824.3899999999,288028.23,168362.57,45402.0,21927.0,55.0,172472.0,21927.0,21.385108724393138,20.987486597975458,0.8661773369210438,1.272023637982549,7.865736306836321,1.0316810035328141,1.1390090091781089,52.05426356589147,66,Watchlist
4550,KLIN SPIRITS LLC,4,1,6840.0,6606.0,103484.29,147675.94,44191.649999999994,531.5,43660.149999999994,6073.16,5642.91,278.0,1335.0,54.0,10772.0,1335.0,29.924746035136117,29.564836357229208,0.9657894736842105,1.427037282663871,8.068913857677902,0.03266711844890722,0.03214788564718577,51.93798449612403,67,Watchlist
90058,ZORVINO VINEYARDS,6,1,10550.0,10141.0,86122.71,124189.59,38066.88,448.68,37618.2,1121.54,3887.77,518.0,886.0,55.0,7016.0,886.0,30.652230996172868,30.290944675797704,0.9612322274881516,1.4420074565698175,7.918735891647856,0.02747174689831819,0.026754428451949013,51.627906976744185,68,Watchlist
1439,CAPSTONE INTERNATIONAL,1,1,4.0,13.0,54.64,246.87,192.23000000000002,0.27,191.96,23.89,0.0,0.0,1.0,1.0,8.0,1.0,77.86689350670393,77.75752420302183,3.25,4.51811859443631,8.0,5.460965091186638e-05,1.6974175227585084e-05,51.627906976744185,68,Watchlist
90026,SILVER MOUNTAIN CIDERS,2,1,17.0,52.0,77.17999999999999,381.48,304.29999999999995,0.36,303.93999999999994,5.17,0.0,0.0,2.0,2.0,17.0,2.0,79.76827094474152,79.67390164621997,3.0588235294117645,4.94273127753304,8.5,8.438647721415639e-05,2.397633316370821e-05,50.93023255813953,69,Watchlist
5992,MCCORMICK DISTILLING CO,31,1,29788.0,28998.0,310552.87,385759.72,75206.84999999999,1567.85,73638.99999999999,24882.39,20949.480000000003,1542.0,2576.0,54.0,19748.0,2576.0,19.495775764250347,19.089344009270846,0.9734792533906271,1.2421708419567978,7.666149068322981,0.08533318606983156,0.09647472241598555,50.465116279069754,70,Watchlist
388,ATLANTIC IMPORTING COMPANY,3,2,1847.0,1825.0,41116.32,59272.74999999999,18156.429999999997,211.74,17944.689999999995,1356.15,4050.8,190.0,266.0,53.0,2155.0,266.0,30.632002058281415,30.274772133906385,0.9880887926367081,1.4415869416329086,8.101503759398497,0.013111614153547729,0.012772979875429375,50.310077519379846,71,Watchlist
17033,SEA BREEZE CELLARS LLC,16,1,8473.0,7106.0,108948.09,149564.94,40616.84999999999,549.55,40067.299999999996,788.5500000000001,24038.12,1522.0,591.0,53.0,4346.0,591.0,27.156665191722063,26.789232824216686,0.8386639915024194,1.3728091974811123,7.353637901861252,0.033084980605396525,0.03384524103899543,49.961240310077514,72,Watchlist
90010,VINEXTRA INC,38,1,8530.0,8021.0,102639.51,141335.79,38696.28,524.9399999999999,38171.340000000004,889.38,11936.839999999998,781.0,805.0,55.0,6162.0,805.0,27.378967492947115,27.007554137561335,0.9403282532239156,1.377011542631098,7.6546583850931675,0.0312646257271149,0.03188545073231097,49.651162790697676,73,Watchlist
90053,INCREDIBREW INC,4,1,2786.0,2698.0,24525.84,35508.520000000004,10982.68,124.44,10858.240000000002,299.12,1003.6400000000001,112.0,231.0,52.0,1747.0,231.0,30.929703631691773,30.579252528688887,0.968413496051687,1.4478003607623635,7.562770562770563,0.007854773287953278,0.0076190685535087,49.03100775193799,74,Watchlist
6359,OLE SMOKY DISTILLERY LLC,18,1,110162.0,106890.0,387622.69,498686.6,111063.90999999997,1922.0,109141.90999999997,18230.13,9164.91,3650.0,3318.0,54.0,26683.0,3318.0,22.271284209361145,21.88587180806542,0.97029828797589,1.286525822314478,8.04189270644967,0.11031352995676082,0.12041682763996875,48.87596899224806,75,Watchlist
12331,STELLAR IMPORTING CO LLC,18,2,3104.0,2987.0,24560.08,35480.63,10920.55,119.23000000000002,10801.32,383.78000000000003,2568.57,280.0,225.0,51.0,1681.0,225.0,30.778906687959033,30.442864176876228,0.9623067010309279,1.4446463529434757,7.471111111111111,0.007848603793223533,0.0076297053719529264,48.56589147286821,76,Watchlist
1265,BLACK ROCK SPIRITS LLC,1,1,82.0,82.0,1152.1,2049.18,897.0799999999999,5.79,891.29,64.55,0.0,0.0,19.0,18.0,153.0,19.0,43.77751100440176,43.49495895919343,1.0,1.77864768683274,8.052631578947368,0.00045329527466106997,0.00035790533088764226,48.44961240310077,77,Watchlist
6215,MOONLIGHT MEADERY,7,1,7967.0,7123.0,71357.59,95208.77,23851.179999999997,365.61000000000007,23485.57,417.02,8202.25,925.0,681.0,54.0,4824.0,681.0,25.051452718063675,24.66744397601187,0.8940630099159032,1.3342486762795662,7.083700440528634,0.021060953916831434,0.022167573874051483,44.76744186046511,78,Watchlist
6355,NICHE W & S,8,1,9277.0,10404.0,111031.77,114938.95999999999,3907.1899999999996,551.21,3355.979999999997,3677.67,33768.45,1719.0,788.0,55.0,5571.0,788.0,3.3993608433554643,2.9197932537409397,1.1214832381157702,1.035189838007626,7.069796954314721,0.025425432339988546,0.03449254611656158,44.72868217054264,79,Watchlist
4466,AMERICAN VINTAGE BEVERAGE,3,1,15778.0,14637.0,156357.28,190134.63,33777.34999999999,793.9100000000001,32983.43999999999,26902.489999999998,12064.67,1141.0,2192.0,55.0,16188.0,2192.0,17.764964751555247,17.34741325133669,0.9276841171251109,1.2160267177837834,7.385036496350365,0.04205932584176642,0.04857313083507658,44.65116279069768,80,Watchlist
9625,WESTERN SPIRITS BEVERAGE CO,21,1,56860.0,49379.0,361249.20999999996,443217.71,81968.50000000001,1933.19,80035.31000000003,18666.71,40365.22,8904.0,3737.0,55.0,29244.0,3737.0,18.493958646192183,18.057786995921266,0.8684312346113261,1.2269029183482507,7.825528498795825,0.09804336055841871,0.11222378095473429,43.91472868217055,81,Watchlist
9622,WEIN BAUER INC,6,2,3014.0,2867.0,43517.0,56930.23,13413.229999999996,222.23000000000002,13190.999999999996,2155.64,2106.26,158.0,402.0,53.0,2865.0,402.0,23.560821728631687,23.170466727431098,0.9512276045122761,1.3082296573752787,7.126865671641791,0.01259342968620028,0.013518762506933018,43.25581395348838,82,Watchlist
7255,PSP WINES,31,1,16493.0,14594.0,128895.69,171646.56,42750.869999999995,648.71,42102.159999999996,1625.2,15872.49,2071.0,1299.0,54.0,10370.0,1299.0,24.906336602376417,24.52840301605811,0.8848602437397683,1.331670283156869,7.98306389530408,0.03796961446033429,0.04004205761604111,42.82945736434108,83,Watchlist
90056,SWEET BABY VINEYARD,4,1,16805.0,14773.0,140577.9,184253.27000000002,43675.37000000001,703.6400000000001,42971.73000000001,1516.91,16969.87,2032.0,1393.0,54.0,11077.0,1393.0,23.70398636615785,23.32209897821624,0.8790836060696221,1.3106844674731948,7.951902368987796,0.040758321197674335,0.04367119157624329,42.5968992248062,84,Watchlist
5270,MANGO BOTTLING INC,6,1,28414.0,26875.0,204510.38,244549.25,40038.87,1034.42,39004.450000000004,10558.369999999999,12707.99,1765.0,2120.0,38.0,16760.0,2120.0,16.372518010175867,15.94952754915421,0.9458365594425283,1.195779158006552,7.90566037735849,0.054096282145496576,0.06353211980197679,42.36434108527132,85,Watchlist
3950,"HOOD RIVER DISTILLERS, Inc.",7,1,1137.0,1271.0,24035.96,29403.29,5367.33,117.51999999999998,5249.8099999999995,1001.4200000000001,239.61,12.0,83.0,36.0,648.0,83.0,18.254181759932305,17.854498595225227,1.117854001759015,1.2233041659247228,7.807228915662651,0.006504246779926163,0.007466885007379685,41.666666666666664,86,Watchlist
8150,SEA HAGG DISTILLERY LLC,8,1,15412.0,13160.0,188044.46,213422.4,25377.94,935.5199999999999,24442.42,10412.89,30507.850000000006,2447.0,1183.0,54.0,8308.0,1183.0,11.890944905501954,11.452602913283704,0.853880093433688,1.134957126628458,7.022823330515638,0.047210769882013656,0.05841690363500392,40.89147286821706,87,Watchlist
105,ALTAMAR BRANDS LLC,3,1,332.0,325.0,11706.199999999999,15748.75,4042.5500000000015,62.39,3980.160000000001,252.19,464.2299999999999,13.0,57.0,40.0,432.0,57.0,25.669021350900874,25.272862925629024,0.9789156626506024,1.3453340964617042,7.578947368421052,0.0034837515283276856,0.003636586567517505,40.81395348837209,88,Watchlist
1655,FABRIZIA SPIRITS LLC,8,1,28071.0,25508.0,358390.62,396503.92,38113.3,1824.8899999999999,36288.41,23205.91,58346.49,3873.0,3083.0,54.0,23636.0,3083.0,9.612338763258634,9.15209362873386,0.9086958070606675,1.1063456962126965,7.666558546869932,0.08770989045403084,0.11133574640927635,40.465116279069775,89,Watchlist
90034,EXCLUSIVE WINES & SPIRITS,1,1,0.0,2.0,0.0,55.98,55.98,0.0,55.98,0.22,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,1.2383231085374003e-05,0.0,40.27131782945736,90,Watchlist
5455,MARSALLE COMPANY,8,2,7158.0,6640.0,185311.19,215253.6,29942.410000000003,937.2099999999999,29005.2,5019.4,15445.0,716.0,937.0,55.0,7223.0,937.0,13.910294647801477,13.474896587095408,0.9276334171556301,1.1615790713987644,7.7086446104589115,0.04761584620862203,0.057567800342099434,40.03875968992248,91,Watchlist
9710,WHYTE & MACKAY,1,1,0.0,2.0,0.0,31.98,31.98,0.0,31.98,3.67,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,7.0742359791043334e-06,0.0,39.922480620155035,92,Watchlist
1002,BERNIKO LLC,1,1,0.0,1.0,0.0,16.99,16.99,0.0,16.99,0.79,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,3.7583261189800694e-06,0.0,39.57364341085271,93,Watchlist
5612,MILTONS DISTRIBUTING CO,24,1,267.0,261.0,1824.18,2661.69,837.51,9.46,828.05,30.720000000000002,325.0,51.0,23.0,10.0,183.0,23.0,31.465347204219874,31.109933914167314,0.9775280898876404,1.4591158767226917,7.956521739130435,0.0005887874660169547,0.0005666901714248931,39.263565891472865,94,Watchlist
7154,PREMIER DISTRIBUTORS,7,2,5916.0,5566.0,84530.87000000001,109091.34,24560.469999999994,432.37,24128.099999999995,3438.7400000000002,4109.47,483.0,901.0,54.0,7143.0,901.0,22.513675237649473,22.117337636516332,0.9408384043272482,1.2905503042852864,7.927857935627081,0.024131891258183356,0.026259915803810676,39.10852713178294,95,Watchlist
4848,LAIRD & CO,16,2,21422.0,20141.0,203011.58,213108.09,10096.510000000004,1043.69,9052.820000000005,7770.52,21139.1,1393.0,1473.0,55.0,11143.0,1473.0,4.7377413030167,4.247994527096558,0.9402016618429652,1.0497336654391833,7.564833672776646,0.04714124195485317,0.06306651047124646,35.310077519379846,96,Watchlist
2496,DUGGANS DISTILLED PRODUCTS,5,1,18814.0,15738.0,184296.5,202338.62,18042.119999999995,939.27,17102.849999999995,16671.23,32518.729999999996,3086.0,1247.0,55.0,9402.0,1247.0,8.916795024103653,8.452588042757233,0.8365047305198257,1.097897247099104,7.539695268644747,0.044758947641223255,0.057252582079623617,35.0,97,Critical
90017,THE IMPORTED GRAPE LLC,30,1,2280.0,1736.0,16093.77,22179.739999999998,6085.969999999999,80.03,6005.94,194.0,4209.65,584.0,192.0,47.0,1484.0,192.0,27.439320749476774,27.078495960728127,0.7614035087719299,1.3781568892807587,7.729166666666667,0.004906338796597234,0.004999606003888214,34.06976744186046,98,Critical
1273,CALEDONIA SPIRITS INC,5,1,8202.0,7162.0,259604.69999999998,278648.38,19043.680000000022,1319.77,17723.91000000002,5363.55,35495.34,1040.0,1315.0,54.0,10270.0,1315.0,6.834304940154334,6.360672184779981,0.8732016581321629,1.073356453099655,7.809885931558935,0.061639286907915466,0.08064743169298422,33.798449612403104,99,Critical
28750,SMOKY QUARTZ DISTILLERY LLC,4,1,3197.0,2739.0,69803.71,76449.10999999999,6645.3999999999905,342.6499999999999,6302.749999999991,1541.79,11820.91,539.0,276.0,48.0,2083.0,276.0,8.692579939779536,8.244373283089876,0.856740694401001,1.0952012436015217,7.547101449275362,0.01691116461952798,0.0216848536800061,30.891472868217058,100,Critical
90052,HAUNTING WHISPER VYDS,2,1,669.0,611.0,5388.58,7325.89,1937.3100000000009,27.61,1909.7000000000007,67.62,456.00999999999993,58.0,58.0,30.0,462.0,58.0,26.444705011950774,26.067822476176968,0.9133034379671151,1.3595214323625149,7.9655172413793105,0.0016205464232945793,0.0016739879419447369,30.310077519379846,101,Critical
10050,Russian Standard Vodka,11,1,12798.0,15207.0,138907.27,139327.43,420.1599999999964,732.6000000000001,-312.44000000000165,6152.400000000001,45677.7,2452.0,661.0,51.0,5380.0,661.0,0.3015630159832823,-0.22424873551460875,1.1882325363338022,1.0030247516922621,8.139183055975794,0.030820360168297076,0.043152202440802936,29.883720930232556,102,Critical
1189,BULLY BOY DISTILLERS,6,1,5382.0,4447.0,117928.22,119484.52999999998,1556.3099999999913,609.39,946.9199999999925,3505.9300000000003,20584.03,935.0,741.0,53.0,5380.0,741.0,1.302520083562275,0.7925042681257504,0.8262727610553697,1.013197095657002,7.2604588394062075,0.02643094937687214,0.036634961027767275,27.868217054263567,103,Critical
2450,DJINN SPIRITS LLC,6,1,2637.0,2177.0,48830.78,56731.229999999996,7900.450000000003,251.28000000000003,7649.170000000002,1149.66,8164.769999999999,460.0,224.0,51.0,1778.0,224.0,13.926103840865082,13.483173201074617,0.825559347743648,1.1617924186343123,7.9375,0.012549409268444126,0.015169513474005438,27.674418604651162,104,Critical
200,AMERICAN SPIRITS EXCHANGE,2,1,132.0,103.0,1205.16,1719.9699999999998,514.8099999999998,6.189999999999999,508.6199999999998,11.53,244.76999999999998,29.0,8.0,6.0,66.0,8.0,29.931336011674613,29.57144601359325,0.7803030303030303,1.427171495900959,8.25,0.00038047134637211004,0.00037438867161926137,27.325581395348834,105,Critical
1650,Circa Wines,67,2,3320.0,2455.0,42554.34,44618.75,2064.410000000001,211.97000000000003,1852.4400000000012,347.06,14983.23,1040.0,233.0,43.0,1619.0,233.0,4.626776859504135,4.151707522061916,0.7394578313253012,1.0485123256523308,6.948497854077253,0.00987003022491124,0.013219707610802215,26.627906976744185,106,Critical
90051,FULCHINO VINEYARD INC,2,1,949.0,836.0,11147.77,14441.64,3293.87,54.91,3238.96,92.44999999999999,1350.9499999999998,113.0,74.0,34.0,620.0,74.0,22.80814367343321,22.427923698416524,0.880927291886196,1.2954734444646776,8.378378378378379,0.003194608170271179,0.0034631076386679384,26.589147286821703,107,Critical
17037,Dunn Wine Brokers,32,1,5448.0,4117.0,72055.3,83061.33,11006.029999999999,358.03000000000003,10647.999999999998,457.77000000000004,19244.69,1416.0,313.0,50.0,2509.0,313.0,13.250486116704366,12.81944317530191,0.755690161527166,1.1527442117373738,8.015974440894569,0.018373841437093752,0.02238432079568469,26.434108527131787,108,Critical
6830,PARK STREET IMPORTS LLC,11,2,4349.0,3503.0,69459.42,77594.47,8135.049999999994,360.29,7774.759999999994,2332.4900000000002,15548.260000000002,910.0,444.0,32.0,3557.0,444.0,10.484058979976272,10.019734653771065,0.8054725224189468,1.1171194634219521,8.01126126126126,0.017164527562649527,0.021577898358097144,26.395348837209298,109,Critical
9260,TY KU LLC,6,2,3003.0,2490.0,38921.47,44141.6,5220.129999999999,198.93999999999997,5021.19,778.9300000000001,9229.44,513.0,251.0,50.0,1971.0,251.0,11.825874005473294,11.375188031244903,0.8291708291708292,1.1341195489276226,7.852589641434263,0.009764480765954717,0.012091139309941363,25.50387596899225,110,Critical
2876,CENTEUR IMPORTS LLC,10,1,771.0,619.0,6237.08,7474.81,1237.7300000000005,31.5,1206.2300000000002,69.04,1309.5,152.0,107.0,38.0,839.0,107.0,16.558681759135023,16.13726636529892,0.8028534370946823,1.1984470296997956,7.841121495327103,0.001653488737928983,0.0019375784924682718,22.90697674418605,111,Critical
90057,WALPOLE MTN VIEW WINERY,3,1,805.0,662.0,9292.31,11483.88,2191.5699999999997,46.74,2144.83,73.16,1651.29,143.0,74.0,32.0,631.0,74.0,19.08388105762164,18.676875759760637,0.822360248447205,1.235847706329212,8.527027027027026,0.002540327613374505,0.002886700186841895,22.480620155038764,112,Critical
1003,BRONCO WINE COMPANY,6,1,433.0,334.0,2071.9,2400.66,328.76,10.53,318.22999999999996,61.32,450.77,99.0,49.0,26.0,384.0,49.0,13.694567327318321,13.255937950396973,0.7713625866050808,1.158675611757324,7.836734693877551,0.0005310455079923892,0.0006436455646785054,19.8062015503876,113,Critical
28776,TALL SHIP DISTILLERY LLC,4,1,2236.0,1786.0,48445.58,49533.14,1087.5599999999959,259.9,827.6599999999962,1408.93,10252.6,460.0,269.0,51.0,2140.0,269.0,2.1956209519525633,1.670921730380905,0.7987477638640429,1.022449106812221,7.955390334572491,0.010957133244090433,0.015049849266507894,18.72093023255814,114,Critical
172662,SWEETWATER FARM,5,1,1629.0,1237.0,34708.03,35049.63,341.599999999999,178.34,163.25999999999897,925.61,8471.6,392.0,149.0,29.0,1153.0,149.0,0.974617991687784,0.46579664321705816,0.7593615715162676,1.0098421028217388,7.738255033557047,0.007753263089440107,0.010782214184192531,17.558139534883722,115,Critical
60,ADAMBA IMPORTS INTL INC,3,1,4732.0,3978.0,76770.25,67576.22,-9194.030000000002,367.52,-9561.550000000003,7261.07,12366.72,762.0,626.0,35.0,4761.0,626.0,-13.605422144061924,-14.149282099531465,0.8406593406593407,0.880239676176644,7.605431309904153,0.01494840922000844,0.02384904238223854,16.046511627906977,116,Critical
5083,LOYAL DOG WINERY,1,1,240.0,74.0,2320.8,1111.26,-1209.5400000000002,10.680000000000001,-1220.2200000000003,8.18,1605.22,166.0,20.0,3.0,119.0,20.0,-108.84401490200315,-109.80508611846017,0.30833333333333335,0.4788262668045501,5.95,0.00024581974590805135,0.0007209675305303709,15.000000000000002,117,Critical
287,APPOLO VINEYARDS LLC,2,1,230.0,108.0,2399.7,1616.92,-782.7800000000001,12.280000000000003,-795.0600000000002,11.9,1272.3000000000002,122.0,18.0,13.0,134.0,18.0,-48.411795265071866,-49.171263884422245,0.46956521739130436,0.6738008917781391,7.444444444444445,0.0003576758486345647,0.0007454781898542446,14.496124031007751,118,Critical
9099,TRUETT HURST,1,1,24.0,1.0,236.64,14.99,-221.64999999999998,1.2499999999999998,-222.89999999999998,0.11,226.77999999999997,23.0,1.0,1.0,5.0,1.0,-1478.6524349566375,-1486.991327551701,0.041666666666666664,0.0633451656524679,5.0,3.3159098601242636e-06,7.351333868696439e-05,14.379844961240309,119,Critical
3951,HIGHLAND WINE MERCHANTS LLC,11,1,372.0,82.0,5500.32,1533.68,-3966.6400000000003,29.43,-3996.07,9.19,4461.23,290.0,28.0,7.0,149.0,28.0,-258.6354389442387,-260.55435292890303,0.22043010752688172,0.2788346859819065,5.321428571428571,0.0003392624839409861,0.0017087005030708416,13.682170542635658,120,Critical
173357,TAMWORTH DISTILLING,4,1,1990.0,1488.0,41036.44,40021.12,-1015.3199999999988,202.49999999999997,-1217.8199999999988,1030.1,10611.3,502.0,153.0,45.0,1271.0,153.0,-2.5369604848639886,-3.042943325923909,0.7477386934673367,0.9752580876898679,8.30718954248366,0.008852997092809633,0.012748164774456106,10.46511627906977,121,Critical
99166,STARK BREWING COMPANY,1,1,1212.0,846.0,25961.04,25371.54,-589.5,130.09,-719.59,666.39,7839.72,366.0,41.0,12.0,348.0,41.0,-2.3234695253027606,-2.8362093905218213,0.698019801980198,0.9772928973569626,8.487804878048781,0.005612390904105214,0.008064920242502664,10.193798449612403,122,Critical
3551,GILMANTON WINERY & VINEYARD,2,1,516.0,240.0,5393.04,3837.6000000000004,-1555.4399999999998,26.63,-1582.0699999999997,26.520000000000003,2885.74,276.0,43.0,8.0,344.0,43.0,-40.531582238899304,-41.225505524286,0.46511627906976744,0.7115838191446754,8.0,0.00084890831749252,0.001675373462104236,8.64341085271318,123,Critical
54,AAPER ALCOHOL & CHEMICAL CO,1,1,1.0,0.0,105.07,0.0,-105.07,0.4799999999999999,-105.55,0.0,105.07,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,3.264049398174167e-05,7.1899224806201545,124,Critical
4901,LAUREATE IMPORTS CO,1,1,29.0,0.0,140.94,0.0,-140.94,0.72,-141.66,0.0,140.94,29.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,4.378367965914791e-05,6.9186046511627906,125,Critical
6280,UNCORKED,7,1,243.0,62.0,2966.3100000000004,1124.3799999999999,-1841.9300000000003,15.259999999999998,-1857.1900000000003,6.830000000000001,2219.55,182.0,16.0,7.0,133.0,16.0,-163.8173926964194,-165.17458510467995,0.2551440329218107,0.37905006556968074,8.3125,0.0002487219965661454,0.0009214982745120409,5.310077519379845,126,Critical
90059,BLACK COVE BEVERAGES,1,1,919.0,313.0,14465.06,6256.869999999999,-8208.19,74.84,-8283.03,122.86999999999999,9538.44,606.0,44.0,8.0,410.0,44.0,-131.18683942610286,-132.38296464526195,0.3405875952121872,0.4325505735890483,9.318181818181818,0.0013840705087735624,0.004493639515328183,5.232558139534884,127,Critical
2,"IRA GOLDMAN AND WILLIAMS, LLP",2,1,328.0,42.0,5630.88,1265.58,-4365.299999999999,27.08,-4392.379999999999,2.52,5032.0,296.0,13.0,4.0,125.0,13.0,-344.9248565874934,-347.0645869877842,0.12804878048780488,0.22475705395959422,9.615384615384615,0.0002799565844413653,0.0017492595864843394,3.527131782945736,128,Critical
